"sim","scenario","method","first_crossing","direction","statistic_at_crossing"
2777,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2777,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2777,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2777,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2778,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2778,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2778,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2778,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2778,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2778,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2778,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2778,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2778,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2778,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2778,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2778,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2778,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2778,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2779,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2779,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2779,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2779,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2779,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2779,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2779,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2779,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2779,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2779,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2779,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2779,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2779,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2779,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2780,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2780,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2780,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2780,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2780,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2780,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2780,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2780,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2780,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2780,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2780,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2780,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2780,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2780,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2781,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2781,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2781,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2781,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2781,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2781,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2781,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2781,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2781,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2781,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2781,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2781,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2781,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2781,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2782,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2782,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2782,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2782,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2782,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2782,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2782,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2782,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2782,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2782,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2782,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2782,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2782,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2782,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2783,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2783,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2783,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2783,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2783,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2783,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2783,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2783,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2783,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2783,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2783,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2783,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2783,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2783,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2784,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2784,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2784,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2784,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2784,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2784,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2784,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2784,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2784,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2784,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2784,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2784,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2784,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2784,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2785,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2785,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2785,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2785,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2785,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2785,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2785,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2785,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2785,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2785,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2785,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2785,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2785,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2785,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2786,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2786,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2786,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2786,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2786,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2786,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2786,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2786,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2786,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2786,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2786,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2786,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2786,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2786,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2787,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2787,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2787,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2787,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2787,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2787,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2787,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2787,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2787,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2787,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2787,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2787,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2787,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2787,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2788,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2788,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2788,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2788,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2788,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2788,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2788,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2788,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2788,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2788,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2788,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2788,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2788,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2788,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2789,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2789,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2789,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2789,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2789,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2789,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2789,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2789,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2789,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2789,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2789,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2789,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2789,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2789,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2790,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2790,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2790,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2790,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2790,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2790,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2790,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2790,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2790,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2790,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2790,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2790,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2790,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2790,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2791,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2791,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2791,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2791,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2791,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2791,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2791,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2791,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2791,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2791,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2791,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2791,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2791,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2791,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2792,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2792,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2792,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2792,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2792,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2792,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2792,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2792,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2792,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2792,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2792,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2792,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2792,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2792,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2793,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2793,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2793,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2793,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2793,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2793,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2793,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2793,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2793,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2793,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2793,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2793,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2793,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2793,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2794,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2794,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2794,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2794,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2794,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2794,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2794,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2794,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2794,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2794,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2794,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2794,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2794,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2794,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2795,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2795,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2795,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2795,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2795,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2795,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2795,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2795,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2795,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2795,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2795,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2795,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2795,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2795,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2796,"Null: 35% vs 35%","OBF two-sided",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2796,"Null: 35% vs 35%","Haybittle-Peto",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",2152,"benefit",1.96454666462625
2796,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",2690,"benefit",2.23950679869325
2796,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2796,"Null: 35% vs 35%","e-RTb design directional",2254,"benefit",0.0488107347058729
2796,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2797,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2797,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2797,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2797,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2797,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2797,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2797,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2797,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2797,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2797,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2797,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2797,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2797,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2797,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2798,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2798,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2798,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2798,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2798,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2798,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2798,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2798,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2798,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2798,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2798,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2798,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2798,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2798,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2799,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2799,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2799,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2799,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2799,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2799,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2799,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2799,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2799,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2799,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",1076,"benefit",2.32946665086393
2799,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2799,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2799,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2799,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2800,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2800,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2800,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2800,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2800,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2800,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2800,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2800,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2800,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2800,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2800,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2800,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2800,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2800,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2801,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2801,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2801,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2801,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2801,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
2801,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.05",NA,NA,NA
2801,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.05",NA,NA,NA
2801,"Null: 35% vs 35%","LD-OBF K3 one-sided a=0.025",NA,NA,NA
2801,"Null: 35% vs 35%","LD-OBF K5 one-sided a=0.025",NA,NA,NA
2801,"Null: 35% vs 35%","KD rho=1 K5 one-sided a=0.05",NA,NA,NA
2801,"Null: 35% vs 35%","KD rho=3 K5 one-sided a=0.05",NA,NA,NA
2801,"Null: 35% vs 35%","e-RTb adaptive",NA,NA,NA
2801,"Null: 35% vs 35%","e-RTb design directional",NA,NA,NA
2801,"Null: 35% vs 35%","e-RTb mixture two-sided",NA,NA,NA
2802,"Null: 35% vs 35%","OBF two-sided",NA,NA,NA
2802,"Null: 35% vs 35%","Pocock two-sided",NA,NA,NA
2802,"Null: 35% vs 35%","Haybittle-Peto",NA,NA,NA
2802,"Null: 35% vs 35%","LD-OBF K3 two-sided a=0.05",NA,NA,NA
2802,"Null: 35% vs 35%","LD-OBF K5 two-sided a=0.05",NA,NA,NA
